"y","site","period","fall","water","inexp.obs","rep"
0,49,10,1,0.944444444444444,0,1
0,49,11,0,0.781565656565657,1,1
0,49,13,0,0.571428571428571,0,1
1,49,13,0,1,0,2
0,49,17,0,1,1,1
0,49,17,0,0.875,0,2
0,49,20,1,0.972222222222222,0,1
0,49,20,1,0.944444444444444,0,2
0,49,21,0,0.666666666666667,0,1
0,49,21,0,0.666666666666667,0,2
0,49,23,0,0.444444444444444,0,1
1,49,24,1,0.888888888888889,0,1
1,49,25,0,0.75,0,1
1,49,26,1,1,0,1
1,49,27,0,0.888888888888889,0,1
1,49,28,1,0.666666666666667,0,1
1,49,29,0,1,0,1
1,49,30,1,1,0,1
1,49,30,1,1,1,2
1,49,31,0,0.666666666666667,0,1
1,49,32,1,1,0,1
1,49,32,1,1,0,2
0,49,33,0,0.666666666666667,0,1
1,49,34,1,1,0,1
1,49,35,0,1,0,1
0,49,35,0,0.777777777777778,0,2
1,49,35,0,0.666666666666667,1,3
1,49,35,0,0.666666666666667,0,4
1,49,35,0,0.777777777777778,0,5
1,49,35,0,0.777777777777778,1,6
1,49,35,0,0.666666666666667,0,7
1,49,35,0,1,1,8
1,49,35,0,1,1,9
1,49,36,1,1,0,1
1,49,36,1,1,0,2
1,49,36,1,0.888888888888889,0,3
1,49,36,1,0.777777777777778,0,4
1,49,37,0,0.666666666666667,0,1
1,49,37,0,0.666666666666667,0,2
1,49,37,0,0.666666666666667,0,3
0,49,37,0,0.666666666666667,1,4
1,49,37,0,0.555555555555556,0,5
0,49,37,0,0.555555555555556,0,6
0,49,37,0,0.444444444444444,0,7
0,49,37,0,0.444444444444444,0,8
0,49,37,0,1,0,9
1,49,37,0,1,0,10
0,49,38,1,1,0,1
0,49,38,1,1,0,2
0,49,38,1,1,0,3
0,49,38,1,1,0,4
0,49,39,0,1,0,1
0,49,39,0,1,0,2
0,49,39,0,1,0,3
0,49,39,0,1,1,4
0,49,39,0,1,0,5
0,49,39,0,1,0,6
0,49,39,0,1,0,7
0,49,39,0,0.888888888888889,0,8
0,49,39,0,1,0,9
0,49,40,1,1,0,1
0,49,40,1,1,0,2
0,49,40,1,1,0,3
0,49,40,1,1,0,4
0,49,40,1,1,1,5
0,49,40,1,1,0,6
0,49,41,0,1,1,1
0,49,42,1,1,1,1
0,49,43,0,1,1,1
0,50,1,0,0.285714285714286,0,1
0,50,8,1,0,0,1
0,50,10,1,1,1,1
0,50,11,0,1,0,1
1,50,13,0,0.75,0,1
1,50,13,0,1,0,2
1,50,13,0,0.166666666666667,1,3
1,50,13,0,0.142857142857143,0,4
1,50,14,1,0.625,0,1
1,50,17,0,1,1,1
1,50,17,0,0.8,0,2
1,50,19,0,0.5,0,1
0,50,20,1,0.888636363636364,0,1
0,50,20,1,0.876893939393939,0,2
0,50,21,0,0.545454545454545,0,1
0,50,21,0,0.454545454545455,0,2
0,50,21,0,0.857142857142857,0,3
1,50,23,0,0.8,0,1
1,50,24,1,0.818181818181818,0,1
1,50,25,0,1,0,1
1,50,26,1,1,0,1
1,50,27,0,1,0,1
1,50,28,1,0.6,0,1
1,50,29,0,1,0,1
1,50,30,1,1,0,1
1,50,30,1,0.9,1,2
1,50,31,0,0.7,0,1
1,50,32,1,1,0,1
1,50,32,1,1,0,2
1,50,33,0,0.727272727272727,0,1
1,50,34,1,1,0,1
1,50,35,0,0.909090909090909,0,1
1,50,35,0,0.909090909090909,0,2
1,50,35,0,0.777777777777778,0,3
1,50,35,0,0.636363636363636,0,4
1,50,35,0,0.818181818181818,0,5
1,50,35,0,0.727272727272727,0,6
1,50,35,0,0.636363636363636,0,7
1,50,35,0,1,0,8
0,50,35,0,1,0,9
0,50,36,1,0.909090909090909,0,1
1,50,36,1,0.909090909090909,0,2
1,50,36,1,0.636363636363636,0,3
1,50,36,1,0.727272727272727,0,4
1,50,37,0,0.727272727272727,0,1
0,50,37,0,0.727272727272727,0,2
1,50,37,0,0.636363636363636,0,3
1,50,37,0,0.545454545454545,0,4
0,50,37,0,0.454545454545455,0,5
1,50,37,0,0.363636363636364,0,6
0,50,37,0,0.181818181818182,0,7
0,50,37,0,1,0,8
0,50,37,0,0.909090909090909,0,9
0,50,38,1,1,0,1
0,50,38,1,1,0,2
0,50,38,1,1,0,3
0,50,38,1,1,0,4
0,50,39,0,0.909090909090909,0,1
0,50,39,0,0.909090909090909,0,2
0,50,39,0,0.909090909090909,0,3
0,50,39,0,0.909090909090909,1,4
0,50,39,0,1,0,5
0,50,39,0,0.909090909090909,0,6
0,50,39,0,0.909090909090909,0,7
0,50,39,0,0.909090909090909,0,8
0,50,39,0,1,0,9
0,50,40,1,1,0,1
0,50,40,1,1,0,2
0,50,40,1,1,0,3
0,50,40,1,1,0,4
0,50,40,1,0.909090909090909,1,5
0,50,40,1,1,0,6
0,50,41,0,0.909090909090909,1,1
0,50,42,1,1,1,1
0,50,43,0,1,1,1
0,51,6,1,0.708333333333333,0,1
0,51,11,0,1,0,1
0,51,14,1,0.333333333333333,0,1
0,51,17,0,0.666666666666667,0,1
0,51,19,0,0,0,1
0,51,20,1,0.708333333333333,0,1
0,51,20,1,0.571428571428571,0,2
0,51,21,0,0,0,1
0,51,21,0,0,0,2
0,51,21,0,0.666666666666667,0,3
0,51,23,0,0,0,1
1,51,24,1,0.333333333333333,0,1
1,51,26,1,1,0,1
0,51,27,0,0.666666666666667,0,1
0,51,28,1,0,0,1
0,51,29,0,0.666666666666667,0,1
0,51,29,0,0.666666666666667,0,2
1,51,30,1,0.666666666666667,1,1
0,51,31,0,0,0,1
1,51,32,1,0.666666666666667,0,1
0,51,33,0,0,0,1
0,51,34,1,0.333333333333333,0,1
0,51,35,0,0.5,0,1
0,51,35,0,0,0,2
0,51,35,0,0,0,3
0,51,35,0,0,0,4
0,51,35,0,0,0,5
0,51,35,0,0,0,6
0,51,35,0,1,0,7
0,51,35,0,1,0,8
0,51,36,1,0,0,1
0,51,36,1,0,0,2
0,51,36,1,0,0,3
0,51,36,1,0,0,4
0,51,37,0,0,0,1
0,51,37,0,0,0,2
0,51,37,0,0,0,3
0,51,37,0,0,0,4
0,51,37,0,0,0,5
0,51,37,0,0,0,6
0,51,37,0,0,0,7
0,51,37,0,1,0,8
0,51,37,0,1,0,9
0,51,38,1,1,0,1
0,51,38,1,1,0,2
0,51,38,1,1,1,3
0,51,38,1,1,0,4
0,51,39,0,1,0,1
0,51,39,0,1,0,2
0,51,39,0,1,0,3
0,51,39,0,1,0,4
0,51,39,0,1,0,5
0,51,39,0,1,0,6
0,51,39,0,0.5,0,7
0,51,39,0,1,0,8
0,51,40,1,1,0,1
0,51,40,1,1,0,2
0,51,40,1,1,0,3
0,51,40,1,1,0,4
0,51,40,1,1,1,5
0,51,40,1,1,0,6
0,51,41,0,1,1,1
0,51,42,1,1,1,1
0,51,42,1,1,0,2
0,51,43,0,0.333333333333333,0,1
0,52,6,1,0.868055555555556,0,1
1,52,11,0,1,0,1
1,52,14,1,0.444444444444444,0,1
1,52,17,0,0.625,0,1
1,52,19,0,0.777777777777778,0,1
0,52,20,1,0.868055555555556,0,1
0,52,20,1,0.746031746031746,0,2
0,52,21,0,0.444444444444444,0,1
0,52,21,0,0.888888888888889,0,2
1,52,23,0,0.375,0,1
1,52,24,1,0.777777777777778,0,1
1,52,26,1,1,0,1
1,52,27,0,1,0,1
1,52,28,1,0.222222222222222,0,1
1,52,29,0,0.875,0,1
1,52,29,0,0.875,0,2
1,52,30,1,0.666666666666667,0,1
1,52,31,0,0.444444444444444,0,1
1,52,32,1,1,0,1
0,52,33,0,0.333333333333333,0,1
1,52,34,1,0.888888888888889,0,1
1,52,35,0,0.777777777777778,0,1
0,52,35,0,0.555555555555556,0,2
0,52,35,0,0.444444444444444,0,3
0,52,35,0,0.444444444444444,0,4
0,52,35,0,0.444444444444444,0,5
0,52,35,0,0.333333333333333,0,6
0,52,35,0,1,0,7
0,52,35,0,1,0,8
0,52,36,1,0.555555555555556,0,1
0,52,36,1,0.555555555555556,0,2
0,52,36,1,0.444444444444444,0,3
0,52,36,1,0.555555555555556,0,4
0,52,37,0,0.777777777777778,0,1
0,52,37,0,0.444444444444444,0,2
0,52,37,0,0.444444444444444,0,3
0,52,37,0,0.333333333333333,0,4
0,52,37,0,0.222222222222222,0,5
0,52,37,0,0.222222222222222,0,6
0,52,37,0,0.111111111111111,0,7
0,52,37,0,0.888888888888889,0,8
0,52,37,0,0.888888888888889,0,9
0,52,38,1,1,0,1
0,52,38,1,1,0,2
0,52,38,1,1,1,3
0,52,38,1,1,0,4
0,52,39,0,1,0,1
0,52,39,0,1,0,2
0,52,39,0,0.888888888888889,0,3
0,52,39,0,1,0,4
0,52,39,0,0.888888888888889,0,5
0,52,39,0,0.777777777777778,0,6
0,52,39,0,0.666666666666667,0,7
0,52,39,0,1,0,8
0,52,40,1,1,0,1
0,52,40,1,1,0,2
0,52,40,1,1,0,3
0,52,40,1,1,0,4
0,52,40,1,1,1,5
0,52,40,1,1,0,6
0,52,41,0,1,1,1
0,52,42,1,1,1,1
0,52,42,1,1,0,2
0,52,43,0,0.777777777777778,0,1
0,53,20,1,1,0,1
0,53,20,1,0.92,0,2
1,53,23,0,1,0,1
1,53,24,1,1,0,1
1,53,26,1,1,0,1
1,53,27,0,1,0,1
1,53,28,1,0.6,0,1
0,53,29,0,1,0,1
0,53,29,0,1,0,2
1,53,30,1,1,0,1
0,53,31,0,0.6,0,1
0,53,32,1,1,0,1
0,53,33,0,0.25,0,1
0,53,34,1,1,0,1
1,53,35,0,1,0,1
0,53,35,0,1,0,2
0,53,35,0,0.8,0,3
1,53,35,0,0.8,0,4
0,53,35,0,0.8,0,5
1,53,35,0,0.8,0,6
0,53,35,0,0.6,0,7
0,53,35,0,1,0,8
1,53,35,0,1,0,9
0,53,36,1,1,0,1
0,53,36,1,1,0,2
0,53,36,1,1,0,3
0,53,36,1,1,0,4
0,53,37,0,1,0,1
0,53,37,0,0.8,0,2
0,53,37,0,0.8,0,3
0,53,37,0,0.8,0,4
0,53,37,0,0.8,0,5
0,53,37,0,0.6,0,6
0,53,37,0,0.6,0,7
0,53,37,0,0.4,0,8
0,53,37,0,1,0,9
0,53,37,0,1,0,10
0,53,38,1,1,0,1
0,53,38,1,1,0,2
0,53,38,1,1,1,3
0,53,39,0,1,0,1
0,53,39,0,1,0,2
0,53,39,0,1,0,3
0,53,39,0,1,0,4
0,53,39,0,1,0,5
0,53,39,0,1,0,6
0,53,39,0,1,0,7
0,53,39,0,1,0,8
0,53,39,0,1,0,9
0,53,39,0,1,0,10
0,53,39,0,1,0,11
0,53,40,1,1,0,1
0,53,40,1,1,0,2
0,53,40,1,1,0,3
0,53,40,1,1,0,4
0,53,40,1,1,0,5
0,53,41,0,1,1,1
0,53,41,0,1,1,2
0,53,42,1,1,0,1
0,53,43,0,0.8,0,1
0,54,19,0,1,0,1
0,54,20,1,1,0,1
1,54,20,1,1,0,2
1,54,23,0,1,0,1
1,54,24,1,1,0,1
1,54,26,1,1,0,1
1,54,27,0,1,0,1
1,54,28,1,1,0,1
0,54,29,0,1,0,1
0,54,29,0,1,0,2
1,54,30,1,1,0,1
0,54,31,0,1,0,1
0,54,32,1,1,0,1
1,54,33,0,1,0,1
1,54,34,1,1,0,1
1,54,35,0,1,0,1
1,54,35,0,1,0,2
1,54,35,0,1,0,3
0,54,35,0,1,0,4
1,54,35,0,1,0,5
0,54,35,0,1,0,6
0,54,35,0,1,0,7
0,54,35,0,1,0,8
0,54,35,0,1,0,9
1,54,36,1,1,0,1
1,54,36,1,1,0,2
1,54,36,1,1,0,3
0,54,36,1,1,0,4
0,54,37,0,1,0,1
0,54,37,0,1,0,2
0,54,37,0,1,0,3
0,54,37,0,1,0,4
0,54,37,0,1,0,5
1,54,37,0,1,0,6
1,54,37,0,1,0,7
1,54,37,0,1,0,8
1,54,37,0,1,0,9
1,54,37,0,1,0,10
0,54,38,1,1,0,1
0,54,38,1,1,0,2
0,54,38,1,1,1,3
1,54,39,0,1,0,1
1,54,39,0,1,0,2
1,54,39,0,1,0,3
0,54,39,0,1,0,4
1,54,39,0,1,0,5
0,54,39,0,1,0,6
0,54,39,0,1,0,7
0,54,39,0,1,0,8
0,54,39,0,1,0,9
0,54,39,0,1,0,10
0,54,39,0,1,0,11
0,54,40,1,1,0,1
0,54,40,1,1,0,2
0,54,40,1,1,0,3
0,54,40,1,1,0,4
0,54,40,1,1,0,5
0,54,41,0,1,1,1
0,54,41,0,1,1,2
0,54,42,1,1,0,1
0,54,43,0,1,0,1
1,55,13,0,1,0,1
1,55,19,0,1,0,1
0,55,20,1,1,0,1
1,55,20,1,0.981818181818182,0,2
0,55,23,0,1,0,1
1,55,24,1,1,0,1
1,55,26,1,1,0,1
1,55,27,0,1,0,1
1,55,28,1,0.909090909090909,0,1
1,55,29,0,1,0,1
1,55,29,0,1,0,2
1,55,30,1,1,0,1
1,55,31,0,1,0,1
1,55,32,1,1,0,1
1,55,33,0,1,0,1
1,55,34,1,1,0,1
0,55,35,0,1,0,1
1,55,35,0,1,0,2
1,55,35,0,1,0,3
1,55,35,0,1,0,4
1,55,35,0,0.909090909090909,0,5
1,55,35,0,0.909090909090909,0,6
0,55,35,0,0.818181818181818,0,7
0,55,35,0,1,0,8
0,55,35,0,1,0,9
0,55,36,1,1,0,1
1,55,36,1,1,0,2
1,55,36,1,1,0,3
1,55,36,1,1,0,4
1,55,37,0,1,0,1
1,55,37,0,1,0,2
1,55,37,0,0.909090909090909,0,3
1,55,37,0,1,0,4
1,55,37,0,0.909090909090909,0,5
1,55,37,0,0.909090909090909,0,6
1,55,37,0,0.818181818181818,0,7
1,55,37,0,0.727272727272727,0,8
0,55,37,0,1,0,9
1,55,37,0,1,0,10
0,55,38,1,1,0,1
0,55,38,1,1,0,2
0,55,38,1,1,1,3
0,55,39,0,1,0,1
0,55,39,0,1,0,2
0,55,39,0,1,0,3
0,55,39,0,1,0,4
0,55,39,0,1,0,5
0,55,39,0,1,0,6
0,55,39,0,1,0,7
0,55,39,0,1,0,8
0,55,39,0,1,0,9
0,55,39,0,1,0,10
0,55,39,0,1,0,11
0,55,40,1,1,0,1
0,55,40,1,1,0,2
0,55,40,1,1,0,3
0,55,40,1,1,0,4
0,55,40,1,1,0,5
0,55,41,0,1,1,1
0,55,41,0,1,1,2
0,55,42,1,1,0,1
0,55,43,0,1,0,1
